GeneMark.hmm PROKARYOTIC (Version 3.42)
Date: Tue May 13 03:26:44 2025
Sequence file name: seq.fna
Model file name: /home/genemark/parameters/prokaryotic/Escherichia_coli_K_12_substr__MG1655/GeneMark_hmm_combined.mod
RBS: true
Model information: Escherichia_coli_K_12_substr__MG1655

FASTA definition line: Chromosome dna:chromosome chromosome:ASM584v2:Chromosome:1:4641652:1 REF
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
 3599        -     3799345     3800196          852        1
 3600        -     3800267     3800965          699        1
 3601        -     3800983     3801999         1017        2
 3602        -     3802039     3803058         1020        1
 3603        -     3803058     3804137         1080        1
 3604        -     3804181     3805116          936        2
 3605        -     3805153     3805950          798        1
 3606        -     3805943     3807067         1125        1
 3607        -     3807064     3808080         1017        1
 3608        +     3808540     3809817         1278        1
 3609        +     3809825     3810304          480        1
 3610        -     3810343     3811152          810        1
 3611        -     3811250     3811417          168        1
 3612        -     3811438     3811638          201        1
 3613        -     3811891     3812559          669        1
 3614        +     3812731     3813951         1221        1
 3615        +     3813929     3814387          459        1
 3616        +     3814494     3815090          597        1
 3617        -     3815127     3815768          642        1
 3618        -     3815863     3816549          687        1
 3619        +     3816676     3817539          864        1
 3620        +     3817760     3818584          825        2
 3621        +     3818874     3819491          618        1
 3622        -     3819488     3821170         1683        1
 3623        +     3821428     3822051          624        1
 3624        +     3822106     3822381          276        1
 3625        +     3822400     3824508         2109        1
 3626        +     3824515     3825204          690        1
 3627        +     3825210     3827291         2082        1
 3628        -     3827460     3828665         1206        1
 3629        +     3828945     3830336         1392        1
 3630        +     3830457     3832166         1710        1
 3631        -     3832219     3834537         2319        1
 3632        -     3834547     3835929         1383        1
 3633        +     3836953     3838137         1185        1
 3634        +     3838269     3839171          903        1
 3635        -     3839175     3839993          819        1
 3636        +     3840091     3840210          120        1
 3637        +     3840215     3840508          294        1
 3638        -     3840549     3841904         1356        1
 3639        -     3841950     3842402          453        1
 3640        -     3842455     3843801         1347        1
 3641        +     3843964     3845730         1767        1
 3642        -     3845776     3847167         1392        1
 3643        -     3847305     3848624         1320        1
 3644        -     3848634     3850136         1503        1
 3645        -     3850136     3850726          591        1
 3646        -     3850802     3851092          291        1
 3647        -     3851096     3852784         1689        1
 3648        +     3852975     3853265          291        2
 3649        +     3853553     3853642           90        1
 3650        +     3853955     3855106         1152        1
 3651        -     3855114     3855611          498        1
 3652        -     3855608     3855970          363        1
 3653        -     3855960     3856307          348        1
 3654        +     3856415     3856864          450        1
 3655        -     3856911     3858404         1494        1
 3656        -     3858401     3860116         1716        1
 3657        +     3860283     3861176          894        1
 3658        -     3861173     3861349          177        1
 3659        -     3861349     3861987          639        1
 3660        -     3861987     3862472          486        1
 3661        -     3862497     3863603         1107        1
 3662        +     3863899     3864615          717        1
 3663        -     3864612     3866273         1662        1
 3664        -     3866469     3866897          429        1
 3665        -     3867009     3867422          414        1
 3666        +     3867800     3868060          261        1
 3667        -     3868062     3869276         1215        1
 3668        +     3869359     3870441         1083        1
 3669        -     3870438     3871730         1293        1
 3670        -     3871850     3872998         1149        1
 3671        -     3872995     3873612          618        1
 3672        -     3873596     3874474          879        1
 3673        -     3874471     3875160          690        1
 3674        +     3875438     3876094          657        1
 3675        -     3876140     3876952          813        1
 3676        -     3877067     3877465          399        1
 3677        -     3877705     3880119         2415        1
 3678        -     3880148     3881221         1074        1
 3679        -     3881221     3882321         1101        1
 3680        -     3882326     3883660         1335        1
 3681        +     3884336     3884476          141        1
 3682        +     3884526     3884852          327        1
 3683        +     3885076     3886722         1647        1
 3684        +     3886828     3888192         1365        1
 3685        +     3888730     3890145         1416        1
 3686        +     3890236     3891483         1248        1
 3687        +     3891615     3892790         1176        1
 3688        +     3892765     3893724          960        1
 3689        +     3893881     3894630          750        1
 3690        +     3894652     3895218          567        1
 3691        -     3895272     3896570         1299        1
 3692        +     3896774     3897439          666        1
 3693        +     3897506     3897973          468        2
 3694        +     3898022     3898609          588        1
 3695        -     3898671     3899393          723        1
 3696        -     3899408     3900577         1170        1
 3697        -     3900604     3902220         1617        1
 3698        -     3902289     3903701         1413        1
 3699        -     3903720     3905534         1815        1
 3700        -     3905731     3906567          837        1
 3701        -     3906853     3907578          726        1
 3702        -     3907593     3908366          774        1
 3703        -     3908549     3909439          891        1
 3704        -     3909439     3910398          960        1
 3705        -     3910485     3911525         1041        1
 3706        -     3911839     3913668         1830        1
 3707        -     3913830     3915200         1371        1
 3708        -     3915255     3915341           87        1
 3709        -     3915553     3915966          414        1
 3710        -     3915993     3917375         1383        1
 3711        -     3917402     3918265          864        1
 3712        -     3918316     3919857         1542        1
 3713        -     3919870     3920403          534        1
 3714        -     3920418     3920888          471        1
 3715        -     3920950     3921189          240        1
 3716        -     3921236     3922051          816        1
 3717        -     3922060     3922440          381        1
 3718        -     3923057     3923680          624        1
 3719        -     3923744     3925633         1890        1
 3720        -     3926012     3926455          444        1
 3721        -     3926545     3927003          459        1
 3722        +     3927155     3928147          993        1
 3723        -     3928152     3929603         1452        1
 3724        -     3929597     3931093         1497        1
 3725        +     3931316     3933184         1869        1
 3726        +     3933315     3933770          456        1
 3727        +     3933778     3935283         1506        1
 3728        +     3935288     3936253          966        1
 3729        +     3936278     3937168          891        1
 3730        +     3937279     3938223          945        1
 3731        +     3938236     3939219          984        1
 3732        -     3939185     3940612         1428        1
 3733        -     3940635     3941327          693        1
 3734        +     3942529     3942672          144        2
 3735        +     3945438     3945557          120        1
 3736        -     3947128     3947967          840        1
 3737        +     3948086     3948424          339        1
 3738        -     3948449     3949969         1521        1
 3739        +     3950560     3951543          984        1
 3740        +     3951623     3952204          582        1
 3741        +     3952201     3952464          264        1
 3742        +     3952484     3953413          930        1
 3743        +     3953478     3955328         1851        1
 3744        +     3955331     3956875         1545        1
 3745        -     3956927     3957820          894        1
 3746        +     3957970     3959445         1476        1
 3747        -     3959532     3959813          282        1
 3748        -     3960012     3960287          276        2
 3749        +     3960677     3962698         2022        1
 3750        -     3962745     3964229         1485        1
 3751        -     3964365     3965630         1266        1
 3752        +     3965761     3966090          330        1
 3753        +     3966417     3967676         1260        1
 3754        +     3967686     3967904          219        1
 3755        +     3967916     3969019         1104        1
 3756        +     3969043     3970077         1035        1
 3757        +     3970133     3971263         1131        1
 3758        +     3971260     3972522         1263        1
 3759        +     3972522     3973589         1068        1
 3760        +     3973608     3974489          882        1
 3761        +     3974467     3975141          675        1
 3762        +     3975146     3976276         1131        1
 3763        +     3976278     3977528         1251        1
 3764        +     3977525     3978604         1080        1
 3765        +     3978601     3979953         1353        1
 3766        +     3979956     3980696          741        1
 3767        +     3980887     3982272         1386        1
 3768        +     3982958     3984193         1236        1
 3769        -     3984352     3986007         1656        1
 3770        -     3986686     3987882         1197        1
 3771        -     3987885     3989066         1182        1
 3772        -     3989088     3989783          696        1
 3773        -     3989825     3990766          942        1
 3774        +     3991153     3993699         2547        1
 3775        -     3993739     3994059          321        1
 3776        +     3994522     3994725          204        1
 3777        +     3994762     3995586          825        1
 3778        +     3995583     3996290          708        1
 3779        +     3996287     3997183          897        1
 3780        +     3997183     3997899          717        1
 3781        +     3997983     4000145         2163        1
 3782        -     4000292     4001056          765        1
 3783        +     4001048     4001182          135        1
 3784        -     4001277     4001411          135        2
 3785        +     4001426     4002376          951        1
 3786        -     4002419     4002799          381        2
 3787        -     4002813     4003193          381        2
 3788        -     4003288     4004178          891        1
 3789        -     4004230     4004697          468        1
 3790        +     4004862     4005731          870        1
 3791        +     4005858     4007693         1836        1
 3792        +     4007757     4008377          621        1
 3793        -     4008439     4009059          621        1
 3794        +     4009170     4010192         1023        1
 3795        +     4010200     4011000          801        1
 3796        +     4011076     4011975          900        1
 3797        -     4011863     4012816          954        1
 3798        +     4013053     4015314         2262        1
 3799        -     4015354     4016169          816        1
 3800        +     4016431     4017192          762        1
 3801        +     4017333     4018760         1428        1
 3802        +     4018855     4019610          756        1
 3803        +     4019624     4020229          606        1
 3804        +     4020226     4021866         1641        1
 3805        +     4021945     4022214          270        1
 3806        +     4022218     4022733          516        1
 3807        +     4022736     4023512          777        1
 3808        +     4023554     4024336          783        1
 3809        -     4024333     4024821          489        1
 3810        +     4024988     4026481         1494        1
 3811        +     4026527     4027228          702        1
 3812        -     4027609     4028772         1164        1
 3813        -     4028782     4030971         2190        1
 3814        +     4031161     4032492         1332        1
 3815        +     4032492     4033106          615        1
 3816        +     4033145     4034596         1452        1
 3817        +     4034608     4035153          546        1
 3818        +     4036252     4036395          144        2
 3819        +     4039252     4039371          120        1
 3820        -     4040906     4041418          513        1
 3821        -     4041415     4041999          585        1
 3822        +     4042069     4042338          270        1
 3823        +     4042415     4043401          987        1
 3824        +     4043418     4044044          627        1
 3825        +     4044199     4045629         1431        1
 3826        -     4045670     4046416          747        1
 3827        +     4046487     4046666          180        2
 3828        -     4046722     4046964          243        1
 3829        +     4046966     4049752         2787        1
 3830        +     4049766     4049888          123        1
 3831        -     4050133     4050729          597        1
 3832        +     4051347     4051856          510        1
 3833        +     4052045     4053418         1374        1
 3834        -     4053647     4053757          111        1
 3835        -     4053869     4055287         1419        1
 3836        -     4055290     4056339         1050        1
 3837        -     4056625     4058034         1410        1
 3838        +     4058407     4060230         1824        1
 3839        +     4060447     4061157          711        1
 3840        +     4061270     4062145          876        1
 3841        +     4062247     4063512         1266        1
 3842        -     4063603     4064295          693        1
 3843        -     4064363     4065766         1404        1
 3844        -     4065809     4067194         1386        1
 3845        -     4067240     4069276         2037        1
 3846        -     4069475     4070377          903        1
 3847        -     4070515     4071756         1242        1
 3848        -     4071773     4072651          879        1
 3849        -     4072675     4073571          897        1
 3850        +     4073739     4074635          897        1
 3851        +     4074669     4075454          786        1
 3852        +     4075553     4076152          600        1
 3853        +     4076146     4077018          873        1
 3854        +     4077015     4077452          438        1
 3855        +     4077497     4078438          942        1
 3856        +     4078849     4078956          108        1
 3857        +     4079291     4079509          219        2
 3858        +     4079751     4079969          219        2
 3859        -     4080299     4081228          930        1
 3860        -     4081225     4081860          636        1
 3861        -     4081857     4082759          903        1
 3862        -     4082772     4085186         2415        1
 3863        -     4085235     4085822          588        1
 3864        +     4086016     4086849          834        1
 3865        +     4087044     4088057         1014        1
 3866        -     4088107     4089855         1749        1
 3867        -     4089855     4090925         1071        1
 3868        -     4090915     4092366         1452        1
 3869        -     4092377     4092823          447        1
 3870        -     4093124     4093438          315        1
 3871        -     4093448     4094272          825        1
 3872        -     4094723     4095982         1260        1
 3873        -     4095979     4097448         1470        1
 3874        +     4097527     4097676          150        1
 3875        +     4097736     4098572          837        1
 3876        +     4098556     4099494          939        1
 3877        -     4099491     4100525         1035        1
 3878        +     4100810     4101430          621        1
 3879        -     4101471     4101587          117        1
 3880        +     4101690     4102673          984        1
 3881        +     4102822     4103496          675        1
 3882        -     4103602     4104975         1374        1
 3883        -     4104972     4105670          699        1
 3884        +     4105817     4106320          504        1
 3885        +     4106469     4107371          903        1
 3886        +     4107552     4108514          963        1
 3887        +     4108834     4109823          990        1
 3888        +     4109930     4110685          756        1
 3889        -     4110740     4111507          768        1
 3890        -     4111615     4112214          600        1
 3891        +     4112315     4112755          441        1
 3892        +     4112967     4113266          300        1
 3893        +     4113293     4113721          429        1
 3894        -     4113726     4114472          747        1
 3895        -     4114569     4115579         1011        1
 3896        -     4115714     4117222         1509        1
 3897        -     4117245     4118090          846        1
 3898        +     4118521     4118760          240        1
 3899        -     4118845     4119330          486        1
 3900        -     4119423     4120349          927        1
 3901        -     4120416     4121747         1332        1
 3902        -     4121757     4122287          531        1
 3903        -     4122380     4123234          855        1
 3904        -     4123431     4124456         1026        1
 3905        -     4124612     4126810         2199        1
 3906        +     4127013     4127225          213        1
 3907        -     4127286     4127894          609        1
 3908        -     4128078     4128395          318        1
 3909        +     4128672     4129832         1161        1
 3910        +     4129835     4132267         2433        1
 3911        -     4132406     4132540          135        2
 3912        +     4132616     4133506          891        1
 3913        +     4133835     4136015         2181        1
 3914        +     4136108     4137013          906        1
 3915        -     4137040     4137657          618        1
 3916        -     4137932     4139035         1104        1
 3917        -     4139046     4139708          663        1
 3918        -     4139720     4142221         2502        1
 3919        +     4142530     4143609         1080        1
 3920        +     4143624     4143944          321        1
 3921        +     4143995     4146292         2298        1
 3922        +     4146258     4147136          879        1
 3923        +     4147138     4147479          342        1
 3924        -     4147466     4148317          852        1
 3925        -     4148532     4150265         1734        1
 3926        -     4150447     4153098         2652        1
 3927        -     4153316     4153708          393        2
 3928        -     4153696     4154847         1152        1
 3929        +     4155001     4156005         1005        1
 3930        +     4156016     4156789          774        1
 3931        +     4156850     4158223         1374        1
 3932        +     4158490     4159407          918        1
 3933        -     4159390     4160790         1401        1
 3934        +     4161067     4161771          705        1
 3935        +     4161771     4162130          360        1
 3936        -     4162170     4163270         1101        1
 3937        +     4163639     4165483         1845        1
 3938        +     4165497     4166285          789        1
 3939        +     4167380     4167523          144        2
 3940        +     4170375     4170494          120        1
 3941        +     4170498     4170593           96        2
 3942        +     4172057     4173085         1029        1
 3943        +     4173082     4174047          966        1
 3944        -     4174076     4175026          951        1
 3945        +     4175944     4177128         1185        1
 3946        +     4177358     4177741          384        1
 3947        +     4177743     4178288          546        1
 3948        +     4178447     4178875          429        1
 3949        +     4178879     4179583          705        1
 3950        +     4179996     4180493          498        1
 3951        +     4180560     4180925          366        1
 3952        +     4181245     4185273         4029        1
 3953        +     4185350     4189573         4224        1
 3954        +     4189786     4190325          540        2
 3955        +     4190428     4190583          156        2
 3956        -     4190735     4191868         1134        1
 3957        -     4191865     4192635          771        1
 3958        -     4192637     4192837          201        1
 3959        -     4192821     4193576          756        1
 3960        -     4193569     4194204          636        1
 3961        -     4194204     4196099         1896        1
 3962        -     4196332     4196808          477        1
 3963        +     4196903     4197676          774        1
 3964        +     4197716     4198780         1065        1
 3965        +     4198790     4199461          672        1
 3966        +     4199504     4200094          591        1
 3967        +     4200281     4200553          273        1
 3968        +     4200626     4201261          636        1
 3969        -     4201263     4201688          426        1
 3970        +     4201926     4203323         1398        1
 3971        +     4203320     4204645         1326        1
 3972        -     4204642     4205931         1290        1
 3973        -     4205943     4207532         1590        1
 3974        +     4208868     4209011          144        2
 3975        +     4211777     4211896          120        1
 3976        +     4211900     4211995           96        2
 3977        +     4213234     4213617          384        1
 3978        -     4213680     4214123          444        1
 3979        +     4214280     4215209          930        1
 3980        +     4215478     4217079         1602        1
 3981        +     4217109     4218413         1305        1
 3982        +     4218596     4220332         1737        1
 3983        -     4220301     4222487         2187        2
 3984        -     4222804     4223628          825        1
 3985        +     4223828     4227511         3684        1
 3986        +     4227731     4229362         1632        1
 3987        -     4229453     4230142          690        1
 3988        +     4230354     4231226          873        1
 3989        -     4231359     4231631          273        1
 3990        -     4231884     4233233         1350        1
 3991        +     4233758     4235407         1650        1
 3992        +     4235906     4236148          243        1
 3993        +     4236262     4236900          639        1
 3994        +     4236897     4237634          738        1
 3995        +     4237634     4239730         2097        1
 3996        -     4239777     4240055          279        2
 3997        +     4240056     4240199          144        1
 3998        +     4240325     4240735          411        1
 3999        -     4240779     4242254         1476        1
 4000        -     4242626     4243516          891        1
 4001        -     4243531     4245075         1545        1
 4002        -     4245229     4246419         1191        1
 4003        -     4246512     4246607           96        1
 4004        +     4246784     4247899         1116        1
 4005        +     4247971     4249311         1341        1
 4006        +     4249554     4250474          921        1
 4007        +     4250988     4252283         1296        2
 4008        +     4252506     4253003          498        1
 4009        +     4253016     4253888          873        1
 4010        -     4254043     4256466         2424        1
 4011        +     4256637     4257005          369        1
 4012        +     4257115     4257723          609        1
 4013        +     4257796     4259121         1326        1
 4014        +     4259237     4259446          210        1
 4015        -     4259488     4260003          516        1
 4016        +     4260321     4260575          255        1
 4017        +     4260578     4261306          729        2
 4018        +     4261687     4262706         1020        1
 4019        +     4262840     4263082          243        1
 4020        -     4263248     4264231          984        1
 4021        +     4264314     4265729         1416        1
 4022        +     4265782     4266861         1080        1
 4023        +     4267114     4268307         1194        1
 4024        -     4268809     4269012          204        2
 4025        +     4269603     4270127          525        1
 4026        +     4270238     4270654          417        1
 4027        +     4270658     4271014          357        1
 4028        -     4271049     4273871         2823        1
 4029        +     4274125     4274661          537        1
 4030        -     4274760     4275041          282        1
 4031        +     4275471     4277057         1587        1
 4032        -     4277060     4277383          324        1
 4033        +     4277469     4277933          465        1
 4034        +     4278479     4279828         1350        1
 4035        +     4279980     4281629         1650        1
 4036        -     4281783     4283075         1293        2
 4037        -     4283253     4284902         1650        1
 4038        -     4284899     4285213          315        1
 4039        -     4285413     4287371         1959        1
 4040        +     4287764     4289200         1437        1
 4041        +     4289245     4289811          567        1
 4042        +     4289808     4290479          672        1
 4043        +     4290476     4291432          957        1
 4044        +     4291548     4293170         1623        1
 4045        +     4293163     4293546          384        1
 4046        +     4293543     4294139          597        1
 4047        +     4294481     4295794         1314        1
 4048        -     4296436     4297125          690        1
 4049        -     4297219     4298898         1680        1
 4050        -     4298947     4299366          420        1
 4051        -     4299564     4301030         1467        1
 4052        -     4301027     4303078         2052        1
 4053        -     4303078     4304109         1032        1
 4054        -     4304128     4304382          255        1
 4055        -     4304612     4306597         1986        1
 4056        -     4306870     4307799          930        1
 4057        -     4307783     4308478          696        1
 4058        -     4308489     4309469          981        1
 4059        -     4309448     4310980         1533        1
 4060        -     4311107     4312042          936        1
 4061        -     4312101     4312913          813        1
 4062        +     4313052     4313156          105        1
 4063        +     4313350     4313799          450        1
 4064        +     4313868     4314197          330        1
 4065        -     4314344     4315102          759        1
 4066        -     4315104     4315538          435        1
 4067        -     4315525     4316082          558        1
 4068        -     4316082     4317218         1137        1
 4069        -     4317215     4317895          681        1
 4070        -     4318006     4318764          759        1
 4071        -     4318761     4319606          846        1
 4072        -     4319599     4320663         1065        1
 4073        -     4320663     4321247          585        1
 4074        -     4321244     4321696          453        1
 4075        -     4321697     4322422          726        1
 4076        -     4322443     4322661          219        1
 4077        -     4322661     4323281          621        1
 4078        -     4323336     4324352         1017        1
 4079        -     4324377     4325165          789        1
 4080        -     4325298     4325741          444        1
 4081        -     4326399     4326812          414        1
 4082        +     4327135     4329363         2229        1
 4083        +     4329360     4330238          879        1
 4084        +     4330502     4332004         1503        1
 4085        +     4332116     4332205           90        1
 4086        -     4332181     4333281         1101        1
 4087        -     4333282     4333950          669        1
 4088        -     4333947     4335590         1644        1
 4089        -     4335694     4337031         1338        1
 4090        -     4337168     4337929          762        1
 4091        -     4338254     4340524         2271        1
 4092        -     4340720     4341628          909        1
 4093        +     4341911     4343266         1356        1
 4094        +     4343369     4344790         1422        1
 4095        -     4344929     4345558          630        1
 4096        -     4345680     4347326         1647        1
 4097        -     4347404     4348744         1341        1
 4098        -     4349315     4350034          720        1
 4099        -     4350031     4351638         1608        1
 4100        +     4351843     4352073          231        1
 4101        +     4352085     4352357          273        1
 4102        +     4352584     4352880          297        2
 4103        -     4353200     4354717         1518        1
 4104        -     4354954     4356411         1458        1
 4105        -     4356470     4358617         2148        1
 4106        -     4358697     4360031         1335        1
 4107        -     4360396     4361376          981        1
 4108        -     4362733     4363308          576        1
 4109        -     4363345     4365042         1698        1
 4110        -     4365018     4365356          339        1
 4111        -     4365472     4366773         1302        1
 4112        -     4366891     4368327         1437        1
 4113        +     4368664     4369140          477        1
 4114        -     4369156     4370412         1257        1
 4115        +     4370688     4370981          294        1
 4116        +     4371025     4372671         1647        1
 4117        +     4372809     4373162          354        1
 4118        -     4373365     4374234          870        1
 4119        -     4374629     4375657         1029        1
 4120        +     4375699     4376265          567        1
 4121        +     4376320     4376442          123        1
 4122        +     4376553     4376699          147        1
 4123        +     4376875     4377192          318        1
 4124        -     4377189     4377722          534        1
 4125        -     4377811     4378944         1134        1
 4126        -     4379007     4379366          360        1
 4127        -     4379377     4379772          396        1
 4128        -     4379783     4380517          735        1
 4129        -     4380510     4382318         1809        1
 4130        +     4382643     4383620          978        1
 4131        +     4383884     4385341         1458        1
 4132        +     4385393     4385707          315        1
 4133        +     4385704     4386018          315        1
 4134        -     4386047     4389370         3324        1
 4135        -     4389392     4390360          969        1
 4136        -     4390457     4391509         1053        1
 4137        +     4391604     4392149          546        1
 4138        -     4392928     4394067         1140        1
 4139        +     4394066     4395613         1548        1
 4140        +     4395585     4396046          462        1
 4141        +     4396065     4397402         1338        1
 4142        +     4397412     4399259         1848        1
 4143        +     4399252     4400202          951        1
 4144        +     4400288     4400596          309        1
 4145        +     4400672     4401952         1281        1
 4146        +     4402038     4403297         1260        1
 4147        +     4403300     4404304         1005        1
 4148        +     4404386     4404583          198        1
 4149        +     4404687     4405985         1299        1
 4150        +     4406262     4406615          354        1
 4151        +     4406654     4409095         2442        1
 4152        +     4409275     4410006          732        1
 4153        +     4410133     4410534          402        1
 4154        +     4410553     4411251          699        1
 4155        +     4411302     4411961          660        1
 4156        +     4411979     4412377          399        1
 4157        +     4412387     4413025          639        1
 4158        +     4413028     4414191         1164        1
 4159        +     4414275     4415900         1626        1
 4160        -     4416017     4416292          276        1
 4161        -     4416441     4416770          330        1
 4162        +     4416952     4417701          750        1
 4163        -     4417698     4418417          720        1
 4164        -     4418561     4419625         1065        1
 4165        +     4419980     4421377         1398        1
 4166        +     4421393     4421698          306        1
 4167        +     4421708     4422172          465        1
 4168        +     4422186     4422836          651        1
 4169        +     4422846     4423700          855        1
 4170        +     4423700     4424386          687        1
 4171        -     4424516     4424791          276        1
 4172        +     4425118     4425513          396        1
 4173        +     4425667     4425834          168        2
 4174        +     4425839     4426066          228        1
 4175        +     4426108     4426557          450        1
 4176        -     4426628     4427185          558        2
 4177        +     4427769     4428095          327        1
 4178        -     4428079     4428717          639        1
 4179        +     4428935     4429555          621        1
 4180        +     4429864     4431276         1413        1
 4181        -     4431321     4431983          663        1
 4182        -     4432091     4433056          966        1
 4183        -     4433164     4434024          861        1
 4184        +     4434113     4434493          381        1
 4185        -     4434622     4436565         1944        1
 4186        +     4436755     4437495          741        1
 4187        +     4437707     4438645          939        2
 4188        -     4438708     4439262          555        1
 4189        +     4439587     4439793          207        2
 4190        -     4439872     4441215         1344        1
 4191        -     4441538     4442176          639        1
 4192        +     4442382     4444115         1734        1
 4193        +     4444112     4447891         3780        1
 4194        +     4447894     4448235          342        1
 4195        +     4448447     4448698          252        1
 4196        +     4448692     4449042          351        1
 4197        -     4449122     4449652          531        1
 4198        +     4450004     4450918          915        1
 4199        +     4451058     4452560         1503        1
 4200        +     4452634     4453596          963        1
 4201        +     4453583     4454578          996        1
 4202        -     4454611     4455609          999        1
 4203        +     4455785     4457158         1374        1
 4204        -     4457314     4457865          552        1
 4205        +     4457971     4459311         1341        1
 4206        +     4459508     4459855          348        1
 4207        -     4459900     4460364          465        1
 4208        -     4460522     4462660         2139        1
 4209        -     4463054     4464709         1656        1
 4210        -     4464759     4466177         1419        1
 4211        -     4466299     4467246          948        1
 4212        +     4467625     4470321         2697        1
 4213        -     4470527     4470913          387        1
 4214        -     4470986     4471447          462        1
 4215        -     4471460     4472395          936        1
 4216        -     4472814     4473209          396        1
 4217        -     4473340     4474053          714        1
 4218        +     4474124     4474717          594        1
 4219        +     4474862     4475314          453        1
 4220        +     4475437     4477251         1815        2
 4221        -     4477307     4478311         1005        1
 4222        +     4478473     4478889          417        1
 4223        -     4479034     4479537          504        1
 4224        -     4480092     4480268          177        2
 4225        +     4480267     4480926          660        1
 4226        -     4480982     4483837         2856        1
 4227        -     4483837     4484280          444        1
 4228        -     4484440     4485951         1512        1
 4229        +     4486239     4487318         1080        1
 4230        +     4487318     4488400         1083        1
 4231        -     4488561     4490063         1503        1
 4232        -     4490141     4491139          999        1
 4233        -     4491206     4492525         1320        1
 4234        -     4492587     4493351          765        1
 4235        -     4493375     4494406         1032        1
 4236        +     4494623     4495186          564        1
 4237        -     4495190     4496209         1020        1
 4238        +     4496750     4497940         1191        2
 4239        +     4498272     4498637          366        2
 4240        +     4498709     4499500          792        1
 4241        -     4499677     4499919          243        1
 4242        -     4500043     4500474          432        1
 4243        +     4501932     4502075          144        1
 4244        -     4502103     4503431         1329        1
 4245        +     4504058     4505275         1218        2
 4246        +     4505272     4506405         1134        2
 4247        +     4506448     4506573          126        2
 4248        -     4506626     4506883          258        1
 4249        +     4506906     4507109          204        1
 4250        +     4507197     4507463          267        2
 4251        -     4507466     4508500         1035        2
 4252        -     4508574     4508942          369        1
 4253        +     4509117     4509554          438        2
 4254        +     4509876     4510133          258        1
 4255        +     4510449     4510559          111        1
 4256        -     4510690     4511457          768        2
 4257        -     4511458     4512414          957        1
 4258        -     4512411     4513409          999        1
 4259        -     4513406     4514308          903        1
 4260        -     4514353     4516677         2325        1
 4261        -     4516764     4517717          954        1
 4262        -     4517714     4518235          522        1
 4263        +     4518418     4518498           81        2
 4264        +     4518721     4519014          294        1
 4265        +     4519015     4519224          210        1
 4266        -     4519338     4520324          987        1
 4267        -     4520671     4522020         1350        1
 4268        -     4522127     4524094         1968        1
 4269        -     4524105     4525010          906        1
 4270        -     4525015     4525803          789        2
 4271        -     4526106     4526888          783        1
 4272        -     4526905     4527537          633        1
 4273        -     4527549     4527980          432        1
 4274        -     4528111     4528917          807        1
 4275        -     4528930     4530243         1314        1
 4276        -     4530255     4530533          279        2
 4277        -     4530530     4531651         1122        1
 4278        -     4532437     4533183          747        1
 4279        -     4533239     4533784          546        2
 4280        -     4533796     4534053          258        1
 4281        -     4534544     4534675          132        1
 4282        +     4534839     4535048          210        2
 4283        +     4535045     4536031          987        1
 4284        -     4536614     4537372          759        1
 4285        -     4537659     4538765         1107        1
 4286        -     4538785     4539333          549        1
 4287        +     4540957     4541559          603        2
 4288        +     4542037     4542633          597        1
 4289        +     4543115     4543663          549        1
 4290        +     4543770     4544267          498        1
 4291        +     4544355     4545029          675        1
 4292        +     4545096     4547732         2637        1
 4293        +     4547742     4548272          531        1
 4294        +     4548285     4548788          504        2
 4295        +     4548808     4549710          903        1
 4296        -     4549953     4551296         1344        1
 4297        +     4551636     4552820         1185        1
 4298        +     4552901     4554361         1461        1
 4299        -     4554383     4554577          195        1
 4300        +     4554624     4555349          726        1
 4301        -     4555490     4556320          831        2
 4302        +     4556574     4556675          102        1
 4303        +     4556993     4557385          393        1
 4304        -     4557378     4558289          912        1
 4305        -     4558354     4559526         1173        1
 4306        -     4559539     4560000          462        1
 4307        -     4559997     4560680          684        1
 4308        +     4560930     4561484          555        1
 4309        -     4561497     4562675         1179        1
 4310        -     4562743     4563603          861        1
 4311        -     4563668     4563925          258        1
 4312        -     4563922     4564689          768        1
 4313        -     4564699     4565850         1152        1
 4314        -     4565966     4567246         1281        1
 4315        -     4567287     4568519         1233        1
 4316        +     4568998     4569309          312        1
 4317        +     4569358     4569918          561        2
 4318        -     4570162     4571574         1413        1
 4319        +     4571751     4571915          165        2
 4320        +     4572366     4573931         1566        2
 4321        +     4574285     4576855         2571        1
 4322        -     4576912     4577988         1077        2
 4323        -     4577958     4579337         1380        1
 4324        -     4579499     4579840          342        1
 4325        -     4580068     4581462         1395        1
 4326        -     4581459     4583048         1590        1
 4327        -     4583249     4586761         3513        1
 4328        +     4586949     4587863          915        1
 4329        -     4587909     4588865          957        1
 4330        -     4588876     4589079          204        1
 4331        -     4589129     4591279         2151        1
 4332        +     4591657     4593312         1656        1
 4333        -     4593361     4594722         1362        1
 4334        -     4594937     4595851          915        1
 4335        +     4595990     4597012         1023        1
 4336        -     4597150     4599441         2292        1
